node_id,neighbor_id,rssi,snr,packet_loss_rate,battery_voltage_mv,battery_pct,hop_count,is_gps,is_emergency,queue_len,distance_m,true_distance_m,last_seen_sec,uptime_min,canopy_density,wire_hex,delivery_probability,route_success
7,8,-128,-11.6,79,3801,76,2,1,0,6,300,314.1,11,88,dense,0700080080D24F824C12062C010B00580023,0.01,0
2,3,-128,-14.98,83,3887,82,2,1,0,11,2693,2701.7,4,193,dense,0200030080C4538A52120B850A0400C100D3,0.01,0
7,15,-128,-13.17,78,3111,4,1,1,0,2,1143,1134.0,16,4522,dense,07000F0080CB4E3D04110277041000AA112B,0.01,0
16,7,-94,15.0,21,3614,24,2,0,0,4,248,171.8,190,5920,medium,10000700A23C156F180204F800BE0020175A,0.6838,0
14,10,-128,-10.37,83,3860,82,1,0,0,5,1655,1421.5,27,281,dense,0E000A0080D7538852010577061B0019011E,0.01,0
14,5,-128,-9.47,100,3812,78,1,1,0,35,600,597.5,6,5386,dense,0E00050080DA64834E1123580206000A1591,0.01,0
11,2,-107,10.26,46,3771,64,2,1,0,3,487,481.6,13,1786,medium,0B00020095292E7F401203E7010D00FA0698,0.5867,1
3,11,-128,-10.43,83,3797,69,1,1,0,12,3295,3291.1,2,3714,medium,03000B0080D6538145110CDF0C0200820EA1,0.01,0
13,4,-104,14.62,46,4066,93,5,1,0,4,432,420.5,49,325,medium,0D000400983A2E9C5D1504B001310045015B,0.4721,1
16,2,-128,-11.07,92,3628,29,1,1,0,35,2363,2379.4,2,3728,medium,1000020080D45C701D11233B090200900ECA,0.01,0
4,15,-106,10.34,87,3008,2,1,0,0,35,212,354.1,24,1570,medium,04000F0096295732020123D4001800220685,0.0267,0
1,16,-98,15.0,37,3738,56,1,1,0,4,2739,2718.6,20,1133,light,010010009E3C257B381104B30A14006D04A7,0.6425,1
11,15,-102,14.08,40,4118,95,2,1,0,8,416,428.7,19,2303,medium,0B000F009A3828A15F1208A0011300FF086E,0.517,0
8,2,-110,8.15,48,3435,10,3,0,0,11,510,478.2,608,498,medium,080002009221305D0A030BFE016002F201E8,0.4118,0
15,14,-110,7.0,54,3706,48,3,0,0,5,354,669.2,10,4137,medium,0F000E00921C367830030562010A002910D6,0.4824,1
12,7,-128,-11.94,76,3997,90,1,1,0,2,1202,1200.7,28,882,dense,0C00070080D04C955A1102B2041C00720334,0.01,0
15,3,-98,15.0,26,3789,70,1,1,0,5,463,446.0,5,2738,medium,0F0003009E3C1A80461105CF010500B20A43,0.6731,1
4,1,-93,15.0,26,3791,68,1,1,0,8,132,156.2,17,5299,medium,04000100A33C1A8144110884001100B31431,0.606,1
4,1,-128,-10.62,92,3685,37,1,1,0,11,3226,3226.8,13,6755,medium,0400010080D65C7625110B9A0C0D00631A83,0.01,0
7,3,-128,-12.48,100,3681,40,2,0,0,47,4193,4160.7,20,5640,medium,0700030080CE647628022F61101400081692,0.01,0
3,4,-128,-8.44,71,3603,18,2,0,1,2,1063,1346.6,29,6993,dense,0300040080DE476E12220227041D00511B4D,0.01,0
16,10,-128,-9.63,67,3754,57,1,0,0,4,1511,1222.4,288,6355,dense,10000A0080D9437D390104E7052001D318F8,0.01,0
11,8,-102,14.5,44,3923,84,1,1,0,5,422,431.2,11,7092,medium,0B0008009A3A2C8E541105A6010B00B41B74,0.5869,0
4,6,-125,-7.6,64,3591,17,3,1,0,2,2058,2073.0,156,3533,medium,0400060083E2406D1113020A089C00CD0D6D,0.1615,0
7,16,-124,-6.18,77,4076,94,2,0,0,7,2105,1692.9,29,5567,medium,0700100084E74D9D5E020739081D00BF1586,0.2457,0
14,5,-84,15.0,16,3780,70,2,1,0,7,588,591.3,26,73,light,0E000500AC3C10804612074C021A0049002F,0.6368,0
15,11,-94,15.0,31,3933,84,1,1,0,12,78,88.7,15,4863,dense,0F000B00A23C1F8F54110C4E000F00FF1225,0.5081,1
1,8,-128,-11.29,77,3090,4,3,1,0,8,411,404.8,110,1173,dense,0100080080D34D3B0413089B016E00950403,0.01,0
3,6,-100,15.0,38,4051,91,2,0,0,1,346,321.5,30,4624,medium,030006009C3C269B5B02015A011E00101273,0.6709,0
5,12,-114,6.02,61,3745,63,1,1,0,10,1460,1462.3,223,3584,medium,05000C008E183D7C3F110AB405DF00000EB1,0.4244,0
11,9,-122,-6.54,61,3809,74,1,0,0,0,3139,1737.3,246,5044,medium,0B00090086E63D824A0100430CF600B413BE,0.4469,0
12,3,-128,-11.88,95,3731,57,3,1,0,15,358,352.6,296,698,dense,0C00030080D05F7B39130F66012801BA0280,0.01,0
4,7,-98,15.0,91,3912,86,3,1,0,47,130,126.5,2,6070,dense,040007009E3C5B8D56132F82000200B61755,0.0952,0
5,6,-112,4.77,47,4008,91,2,1,0,1,1166,1174.6,20,1678,medium,0500060090132F965B12018E0414008E068A,0.624,1
15,7,-81,15.0,18,4186,99,3,1,0,8,305,311.7,20,3546,light,0F000700AF3C12A863130831011400DA0D50,0.573,1
5,15,-77,15.0,7,3946,86,1,1,0,4,478,491.5,19,3209,light,05000F00B33C0790561104DE011300890CB2,0.7912,0
15,7,-95,15.0,19,3596,22,1,1,0,0,1268,1276.0,258,2910,light,0F000700A13C136D161100F40402015E0B31,0.8417,1
15,5,-61,15.0,0,4048,93,1,1,0,8,132,134.6,3,5378,light,0F000500C33C009A5D1108840003000215F5,0.718,1
5,6,-121,-5.17,65,3749,58,3,1,0,7,1581,1569.7,6,2128,medium,0500060087EB417C3A13072D0606005008E1,0.3768,1
12,10,-101,15.0,51,3590,15,1,1,0,21,587,604.8,274,6327,medium,0C000A009B3C336D0F11154B021201B71832,0.3161,0
8,2,-101,14.47,76,3989,89,1,1,0,31,3476,3479.5,68,4973,light,080002009B3A4C9459111F940D44006D13D7,0.1746,1
6,7,-98,15.0,26,3657,41,2,1,0,7,236,247.3,146,3560,medium,060007009E3C1A73291207EC009200E80D9B,0.5945,0
7,2,-110,4.87,51,3755,64,3,0,0,5,4342,2198.0,19,5984,medium,070002009213337D400305F6101300601737,0.4952,0
16,4,-128,-7.57,72,3794,70,2,0,0,2,5705,3635.4,15,585,medium,1000040080E2488146020249160F00490281,0.01,0
10,2,-91,15.0,24,3787,69,1,1,0,4,1102,1106.7,947,617,light,0A000200A53C18804511044E04B303690240,0.707,1
10,7,-88,15.0,32,3860,81,4,1,0,10,110,114.2,11,6269,medium,0A000700A83C208851140A6E000B007D188D,0.4555,1
11,16,-128,-11.53,90,3345,9,3,1,0,9,2263,2270.9,1717,3414,dense,0B00100080D25A54091309D708B506560DCC,0.01,0
3,16,-128,-10.83,83,3589,19,1,1,1,10,984,977.5,186,1870,dense,0300100080D5536C13310AD803BA004E07E6,0.01,0
7,10,-111,7.38,58,3735,55,2,1,0,6,486,499.0,14,3592,medium,07000A00911E3A7B371206E6010E00080E9A,0.4757,0
12,6,-100,15.0,38,3176,5,2,0,0,11,248,229.9,26,5901,medium,0C0006009C3C264305020BF8001A000D173E,0.0946,1
2,4,-118,1.91,64,3700,40,3,1,0,2,919,926.5,16,2054,medium,020004008A08407828130297031000060874,0.4882,1
12,16,-101,15.0,46,4137,97,3,1,0,10,3906,3892.2,29,4129,light,0C0010009B3C2EA361130A420F1D00211052,0.4337,1
14,12,-127,-11.99,74,3609,16,3,1,0,4,2382,2380.9,93,6459,medium,0E000C0081D04A6E1013044E095D003B19D1,0.01,0
15,11,-128,-8.7,79,3585,15,1,0,0,4,2571,3742.6,61,3150,dense,0F000B0080DD4F6C0F01040B0A3D004E0C8F,0.01,0
13,8,-83,15.0,5,3637,33,1,0,0,8,695,578.2,44,2759,light,0D000800AD3C0571210108B7022C00C70AF6,0.6965,0
7,14,-105,10.51,49,4086,93,3,1,0,12,455,451.6,3255,2359,medium,07000E00972A319E5D130CC701B70C37097A,0.3943,0
15,7,-106,12.38,45,3795,62,1,1,0,3,331,314.4,1,2252,medium,0F00070096322D813E11034B010100CC08D4,0.6244,1
10,6,-99,15.0,45,3610,27,1,1,0,12,2372,2355.3,4,6853,light,0A0006009D3C2D6F1B110C44090400C51AC2,0.4557,1
15,1,-103,14.41,47,3826,76,3,1,0,0,193,218.6,3,529,medium,0F000100993A2F844C1300C10003001102D7,0.6103,1
9,5,-101,15.0,68,3760,61,2,1,0,22,2748,2757.9,6,348,light,090005009B3C447E3D1216BC0A06005C0116,0.2467,1
9,5,-128,-11.99,72,3825,79,1,1,0,1,454,454.2,15,1676,dense,0900050080D048844F1101C6010F008C068E,0.01,0
14,2,-121,-3.87,77,3653,30,3,0,0,6,397,338.3,12,1318,dense,0E00020087F14D731E03068D010C00260587,0.364,1
5,16,-81,15.0,9,3675,29,2,1,0,12,502,511.4,141,272,light,05001000AF3C09751D120CF6018D00100175,0.5594,1
3,2,-128,-12.14,81,4178,99,2,1,0,8,1501,1518.5,28,4301,dense,0300020080CF51A7631208DD051C00CD10A9,0.01,0
7,15,-128,-13.12,76,3706,47,5,1,0,5,1025,1031.8,154,3363,dense,07000F0080CC4C782F150501049A00230DC7,0.01,0
3,16,-89,15.0,6,3678,47,1,0,0,2,151,106.5,8,1136,medium,03001000A73C06752F010297000800700481,0.8539,1
11,6,-95,15.0,25,3751,61,2,0,0,3,370,326.4,29,3434,medium,0B000600A13C197D3D020372011D006A0D5D,0.6887,1
16,12,-128,-8.45,94,3750,56,1,0,0,47,240,864.5,30,3300,dense,10000C0080DE5E7D38012FF0001E00E40CB7,0.01,0
10,2,-128,-12.57,73,3664,40,1,1,0,1,1012,1001.6,12,6072,dense,0A00020080CE4974281101F4030C00B817B2,0.01,0
16,12,-76,15.0,16,4147,96,4,1,0,15,300,266.8,12,1452,light,10000C00B43C10A460140F2C010C00AC05A7,0.4278,0
4,5,-76,15.0,0,4119,95,2,1,0,6,149,148.2,13,1178,medium,04000500B43C00A15F120695000D009A04E4,0.7295,0
7,8,-96,15.0,67,3758,59,1,1,0,32,164,167.6,1482,2130,medium,07000800A03C437D3B1120A400CA05520800,0.1854,0
8,12,-88,15.0,8,3817,77,1,0,1,0,1071,759.9,18,6742,light,08000C00A83C08834D21002F041200561ACE,0.9044,1
14,12,-77,15.0,0,4132,96,2,1,0,1,310,312.7,14,1125,light,0E000C00B33C00A360120136010E006504AA,0.869,1
4,7,-128,-8.89,79,3606,20,1,1,0,7,3046,3049.9,17,319,medium,0400070080DC4F6E141107E60B11003F0124,0.01,0
11,4,-128,-7.56,100,3731,56,2,1,0,23,3504,3507.2,28,3856,medium,0B00040080E2647B381217B00D1C00100F9B,0.01,0
16,5,-116,0.7,66,3379,10,2,1,0,6,1485,1487.2,18,3430,medium,100005008C0342570A1206CD051200660DE3,0.4047,0
8,12,-118,-4.02,69,4085,94,3,1,0,10,1863,1860.6,26,3945,medium,08000C008AF0459E5E130A47071A00690FD8,0.3435,1
10,7,-128,-12.17,77,3765,60,2,1,0,1,2194,2196.5,96,6887,medium,0A00070080CF4D7E3C120192086000E71A63,0.01,0
14,11,-106,9.01,81,4083,95,3,1,0,35,298,296.0,241,3488,medium,0E000B009624519E5F13232A01F100A00DA6,0.1283,0
9,8,-116,1.64,51,3797,68,1,1,0,2,1125,1132.1,25,1063,medium,090008008C073381441102650419002704A2,0.6147,1
1,14,-128,-10.33,92,3665,31,3,1,0,18,666,689.1,132,3245,dense,01000E0080D75C741F13129A028400AD0C6E,0.01,0
6,16,-84,15.0,17,3754,66,1,0,0,12,425,199.6,287,351,medium,06001000AC3C117D42010CA9011F015F015F,0.5605,1
8,12,-95,15.0,23,3628,22,3,0,0,2,2460,2458.0,29,4137,light,08000C00A13C17701603029C091D00291010,0.6832,0
14,1,-128,-11.28,75,3751,61,2,0,0,3,870,844.9,28,4202,dense,0E00010080D34B7D3D020366031C006A1028,0.01,0
15,4,-128,-13.95,81,3751,71,1,1,0,6,1648,1644.7,16,2008,dense,0F00040080C8517D47110670061000D807D6,0.01,0
13,6,-126,-7.79,77,3804,81,1,1,0,7,2544,2570.7,19,1182,medium,0D00060082E14D82511107F00913009E047D,0.0758,0
4,10,-128,-10.14,77,3791,66,1,1,0,7,1447,1446.1,150,2069,dense,04000A0080D74D81421107A70596001508BB,0.01,0
5,1,-128,-13.06,85,3704,55,2,1,0,12,2389,2400.5,16,3784,medium,0500010080CC557837120C55091000C80E0F,0.01,0
3,16,-94,15.0,16,3976,89,1,1,0,2,167,169.8,89,4061,medium,03001000A23C1093591102A7005900DD0F5B,0.8007,0
16,3,-92,15.0,30,3786,68,1,1,0,10,196,198.1,11,1164,medium,10000300A43C1E8044110AC4000B008C040B,0.549,0
12,9,-115,2.22,51,3656,30,2,1,0,2,876,883.9,23,1473,medium,0C0009008D0933731E12026C031700C10519,0.5824,1
1,6,-55,15.0,9,3336,9,1,1,0,9,104,106.1,12,1583,light,01000600C93C095309110968000C002F06E3,0.5601,0
14,10,-95,15.0,31,4143,97,2,1,0,3,559,578.5,5,1465,medium,0E000A00A13C1FA46112032F020500B90555,0.6596,1
13,6,-128,-7.86,78,4155,98,2,1,0,7,1760,1780.4,1,6586,dense,0D00060080E14EA5621207E0060100BA1935,0.01,0
16,14,-74,15.0,2,3762,61,3,1,0,7,258,292.6,17,3095,light,10000E00B63C027E3D130702011100170C46,0.6573,0
12,5,-123,-6.64,80,3432,11,1,0,0,10,2893,1976.4,23,4019,medium,0C00050085E5505D0B010A4D0B1700B30FE5,0.2508,1
4,10,-118,-2.88,73,3715,50,3,1,0,5,1212,1218.6,7,6129,medium,04000A008AF44979321305BC040700F117DF,0.3985,1
12,9,-127,-8.43,69,3749,51,4,1,0,0,968,938.7,2,364,medium,0C00090081DE457C331400C80302006C0126,0.0155,0
9,12,-106,9.49,49,3519,13,2,1,0,7,247,247.6,16,5026,medium,09000C00962631650D1207F7001000A2138E,0.4973,1
6,15,-98,15.0,27,3770,60,1,1,1,5,3023,3034.0,18,6046,light,06000F009E3C1B7F3C3105CF0B12009E1770,0.6683,0
11,16,-128,-10.86,69,4108,97,2,1,0,6,1080,1069.5,22,6241,dense,0B00100080D545A06112063804160061180C,0.01,0
3,4,-114,6.12,51,3653,36,1,1,0,0,1124,1159.4,18,4659,medium,030004008E183373241100640412003312F6,0.6593,1
15,2,-101,15.0,47,3770,63,2,1,0,12,2283,2296.7,1,670,light,0F0002009B3C2F7F3F120CEB0801009E0290,0.4246,0
10,15,-128,-9.64,78,4001,88,2,1,0,6,1368,1396.1,6,3396,dense,0A000F0080D94E9658120658050600440DA4,0.01,0
7,3,-128,-10.47,86,3732,59,1,1,0,12,3807,3801.2,451,4799,medium,0700030080D6567B3B110CDF0EC301BF12BE,0.01,0
7,13,-102,13.28,38,3807,67,1,0,0,8,163,331.6,26,1731,medium,07000D009A352682430108A3001A00C30697,0.5543,1
2,16,-89,15.0,18,3597,23,2,1,0,6,314,326.5,48,5161,medium,02001000A73C126D1712063A01300029144E,0.6507,0
6,8,-116,-0.32,65,3741,63,1,1,0,8,2484,2475.3,1,4723,medium,060008008CFF417C3F1108B409010073129C,0.4378,0
16,14,-110,6.53,77,3793,76,1,0,0,29,976,898.2,29,6346,medium,10000E00921A4D814C011DD0031D00CA18DC,0.1852,0
1,4,-128,-10.75,88,4141,98,4,0,0,9,548,669.4,3530,745,dense,0100040080D558A46204092402CA0DE902ED,0.01,0
12,8,-128,-8.25,69,3758,64,1,1,0,2,2073,2071.7,254,1267,medium,0C00080080DF457D4011021908FE00F3048D,0.01,0
12,1,-95,15.0,31,3917,85,2,1,0,10,295,302.4,155,3180,medium,0C000100A13C1F8D55120A27019B006C0CC1,0.5163,0
5,8,-128,-12.32,72,3945,87,1,1,0,1,2367,2372.8,44,1464,dense,0500080080CF48905711013F092C00B805C2,0.01,0
11,9,-125,-8.88,100,4136,96,2,1,0,27,2017,2000.4,10,5362,medium,0B00090083DC64A360121BE1070A00F2147E,0.0145,0
10,7,-101,15.0,41,3709,53,1,0,0,8,308,323.9,15,835,medium,0A0007009B3C297835010834010F004303AF,0.5414,1
1,4,-105,10.26,41,3820,75,2,1,0,6,334,339.7,2,5199,medium,01000400972929844B12064E0102004F1448,0.5501,0
15,9,-118,0.55,68,3642,37,1,1,0,6,926,923.9,13,5801,medium,0F0009008A0244722511069E030D00A91621,0.4558,1
15,7,-100,15.0,34,3669,36,1,1,1,10,200,190.5,14,6715,medium,0F0007009C3C227424310AC8000E003B1AB2,0.5329,1
10,6,-128,-12.85,78,3575,19,1,1,0,8,1509,1508.8,8,1037,medium,0A00060080CD4E6B131108E50508000D0432,0.01,0
14,16,-128,-11.03,78,3741,65,3,0,0,11,150,252.3,19,3058,dense,0E00100080D44E7C41030B96001300F20B69,0.01,0
4,8,-108,7.66,45,3669,41,1,0,0,2,419,485.3,2076,6506,medium,04000800941F2D74290102A3011C086A19F7,0.6466,1
10,11,-128,-12.86,88,3698,47,1,0,0,12,2660,1152.5,9,379,dense,0A000B0080CD58772F010C640A09007B01EB,0.01,0
10,5,-77,15.0,7,3918,84,1,0,0,12,529,478.6,11,5813,light,0A000500B33C078D54010C11020B00B51635,0.598,1
10,13,-128,-11.73,77,3891,83,1,1,0,8,445,451.1,194,1248,dense,0A000D0080D14D8B531108BD01C200E00461,0.01,0
7,10,-72,15.0,2,3608,19,3,1,0,10,142,151.6,73,4343,medium,07000A00B83C026E13130A8E004900F710AA,0.5918,1
11,8,-96,15.0,35,3764,62,1,1,0,12,1403,1396.2,10,4408,light,0B000800A03C237E3E110C7B050A00381143,0.4931,0
4,2,-85,15.0,23,3633,28,3,0,0,11,545,692.7,240,3430,light,04000200AB3C17711C030B2102F000660DC4,0.4986,1
12,11,-128,-11.58,78,3968,89,1,1,0,6,298,289.1,13,6772,dense,0C000B0080D24E925911062A010D00741AA8,0.01,0
6,8,-128,-12.93,74,3667,35,1,1,0,6,2467,2463.4,14,242,medium,0600080080CC4A74231106A3090E00F2009C,0.01,0
3,11,-111,3.33,57,3436,11,1,1,0,10,758,762.7,12,6475,medium,03000B00910D395D0B110AF6020C004B195B,0.4405,0
7,15,-114,7.11,56,3797,65,2,1,0,3,1372,1365.3,10,3782,medium,07000F008E1C38814112035C050A00C60E24,0.538,0
15,4,-128,-10.88,75,3738,60,2,1,0,2,2108,2135.0,66,5592,dense,0F00040080D44B7B3C12023C084200D81537,0.01,0
16,14,-128,-12.7,78,4082,94,2,1,0,9,812,825.8,18,5952,dense,10000E0080CD4E9E5E12092C031200401795,0.01,0
2,7,-119,-3.96,97,3798,74,3,0,0,31,157,167.0,19,3387,dense,0200070089F061814A031F9D0013003B0DA3,0.1177,0
8,14,-106,11.09,51,3704,43,2,1,0,12,488,479.7,9,2713,medium,08000E00962C33782B120CE8010900990A87,0.4104,0
9,11,-72,15.0,7,3740,56,3,1,0,11,442,435.5,23,3898,light,09000B00B83C077C38130BBA0117003A0FF0,0.5541,0
5,13,-94,15.0,22,4037,93,1,1,0,3,1468,1474.1,5,4171,light,05000D00A23C16995D1103BC0505004B10B4,0.7424,0
13,8,-67,15.0,0,3620,23,3,1,0,5,205,212.4,30,4307,light,0D000800BD3C0070171305CD001E00D31080,0.7135,1
13,1,-70,15.0,5,3639,25,1,0,0,11,826,359.6,21,4669,light,0D000100BA3C057119010B3A0315003D12D8,0.627,0
8,13,-118,-0.21,98,3731,59,1,0,0,50,1140,959.8,28,4647,medium,08000D008AFF627B3B013274041C0027125B,0.0965,0
6,13,-128,-11.7,78,3681,44,1,1,0,4,3791,3775.8,128,526,dense,06000D0080D14E762C1104CF0E80000E02D0,0.01,0
10,1,-87,15.0,14,3819,76,1,1,0,0,716,706.0,21,3625,light,0A000100A93C0E834C1100CC021500290E06,0.8702,1
7,11,-93,15.0,30,4049,93,1,1,0,12,331,325.1,19,3340,medium,07000B00A33C1E9A5D110C4B0113000C0D2D,0.5118,1
6,7,-96,15.0,28,3793,68,3,1,0,4,254,254.4,17,6203,medium,06000700A03C1C81441304FE0011003B182E,0.6148,1
11,16,-128,-9.28,77,3630,20,1,1,0,7,3929,3935.4,124,6254,medium,0B00100080DB4D71141107590F7C006E18D8,0.01,0
10,6,-128,-10.09,68,4145,96,1,1,0,5,3253,3250.3,25,1298,medium,0A00060080D844A4601105B50C19001205A5,0.01,0
16,11,-94,15.0,18,3767,65,1,1,0,4,309,304.7,10,6109,medium,10000B00A23C127E41110435010A00DD17B6,0.7367,1
13,14,-128,-11.53,76,4164,98,1,0,0,7,1647,1684.5,1,2101,dense,0D000E0080D24CA66201076F0601003508C1,0.01,0
11,7,-128,-12.9,73,3771,63,1,1,0,4,4025,4037.1,113,5913,medium,0B00070080CC497F3F1104B90F710019173C,0.01,0
2,14,-82,15.0,13,3830,76,1,1,0,6,159,143.5,2,3594,medium,02000E00AE3C0D854C11069F0002000A0E7B,0.71,1
5,16,-114,0.12,50,3779,73,1,1,0,4,590,580.9,18,4696,medium,050010008E00327F4911044E021200581283,0.578,0
10,13,-99,15.0,35,3582,14,2,0,0,5,172,105.9,15,1870,dense,0A000D009D3C236C0E0205AC000F004E07EE,0.5969,1
9,5,-128,-9.85,87,3701,41,1,1,0,12,2617,2621.4,17,4639,dense,0900050080D9577829110C390A11001F12B5,0.01,0
11,14,-115,4.81,90,3629,20,1,0,0,50,2663,1646.6,18,6980,medium,0B000E008D135A70140132670A1200441B2A,0.1078,0
7,14,-126,-10.66,71,3795,75,3,1,0,2,1867,1868.6,3,3724,medium,07000E0082D547814B13024B0703008C0ECC,0.01,0
14,16,-102,15.0,45,3591,15,1,1,0,6,300,282.8,28,2680,medium,0E0010009A3C2D6D0F11062C011C00780A36,0.5621,0
7,14,-128,-12.18,69,3929,87,2,1,0,2,1658,1638.3,6,6924,dense,07000E0080CF458E5712027A0606000C1BD5,0.01,0
12,2,-112,5.55,49,3621,25,1,1,0,4,671,669.2,30,1129,medium,0C000200901631701911049F021E006904E2,0.5831,0
4,15,-109,7.78,92,4065,93,1,1,0,43,3943,3947.4,225,765,light,04000F00931F5C9C5D112B670FE100FD02BD,0.105,0
4,3,-100,15.0,31,3854,82,2,1,0,3,2015,2015.2,3,4172,light,040003009C3C1F87521203DF0703004C10C8,0.6596,1
1,8,-125,-9.71,76,3790,70,4,0,0,6,1572,2448.5,1240,696,medium,0100080083D94C814604062406D804B8023D,0.02,0
16,1,-128,-14.2,80,3802,69,1,1,0,9,3977,3986.3,17,6249,medium,1000010080C75082451109890F110069187B,0.01,0
7,15,-98,15.0,40,4047,92,1,0,0,8,139,371.3,123,901,medium,07000F009E3C289A5C01088B007B0085035B,0.5457,1
7,5,-128,-13.47,89,3895,82,1,0,0,16,5623,3706.5,2,3093,medium,0700050080CA598B520110F7150200150CB3,0.01,0
6,3,-112,1.69,52,3657,33,1,0,0,7,378,424.0,256,6635,medium,06000300900734732101077A010001EB19E3,0.5116,1
16,15,-89,15.0,28,3779,71,2,1,0,7,1465,1480.7,27,1068,light,10000F00A73C1C7F471207B9051B002C04B7,0.5861,1
3,13,-128,-10.08,84,3748,59,1,1,0,10,2164,2168.2,23,4239,medium,03000D0080D8547C3B110A740817008F10E1,0.01,0
5,7,-105,8.44,42,4125,97,1,1,0,6,495,475.0,26,5203,medium,0500070097222AA2611106EF011A00531455,0.576,0
6,8,-98,15.0,35,3781,70,2,1,0,9,243,252.4,7,3608,medium,060008009E3C2380461209F3000700180E83,0.5189,1
11,6,-105,10.52,37,3709,50,3,1,0,1,3076,3084.1,11,2998,light,0B000600972A2578321301040C0B00B60B58,0.6386,1
5,2,-109,9.66,38,3700,38,1,1,0,4,481,515.0,18,6722,medium,0500020093272678261104E1011200421AA5,0.6376,0
7,3,-98,15.0,43,3557,13,1,1,0,2,2895,2897.6,299,2975,light,070003009E3C2B690D11024F0B2B019F0BA9,0.6572,0
6,7,-96,15.0,37,4047,93,1,1,0,11,270,263.4,20,3288,medium,06000700A03C259A5D110B0E011400D80C55,0.5029,0
14,16,-112,6.27,59,3763,68,1,1,0,10,718,729.0,65,1154,medium,0E00100090193B7E44110ACE0241008204A1,0.4325,0
8,7,-128,-10.15,100,3794,63,3,1,0,32,3532,3534.0,94,5512,medium,0800070080D764813F1320CC0D5E0088155D,0.01,0
9,14,-99,15.0,38,3824,78,3,1,0,3,874,885.6,94,3727,medium,09000E009D3C26844E13036A035E008F0EF2,0.5908,0
11,16,-128,-9.1,86,4097,95,1,1,0,9,2263,2274.8,23,4288,dense,0B00100080DC569F5F1109D7081700C01096,0.01,0
12,4,-128,-8.89,82,4168,98,1,1,0,12,3541,3530.5,24,2698,medium,0C00040080DC52A662110CD50D18008A0A60,0.01,0
12,2,-91,15.0,14,3863,81,1,1,0,4,229,234.9,25,4638,medium,0C000200A53C0E88511104E50019001E12F5,0.7565,1
13,1,-67,15.0,18,4126,97,2,1,0,30,98,92.9,246,331,medium,0D000100BD3C12A261121E6200F6004B01A5,0.2809,0
15,10,-101,15.0,26,4016,91,2,1,0,0,3031,3048.9,2883,814,light,0F000A009B3C1A975B1200D70B430B2E036E,0.7596,1
1,13,-128,-10.78,79,3919,85,1,1,0,4,1033,1034.5,2,5205,dense,01000D0080D54F8D55110409040200551463,0.01,0
7,10,-128,-12.07,82,3674,32,1,0,0,7,4570,3892.6,11,6600,medium,07000A0080D05275200107DA110B00C81941,0.01,0
10,2,-91,15.0,25,3877,82,2,1,0,3,2067,2067.5,23,3591,light,0A000200A53C198952120313081700070E14,0.6887,0
6,7,-98,15.0,37,3661,36,2,1,0,8,1826,1829.9,13,5834,light,060007009E3C257424120822070D00CA16D6,0.5292,0
13,15,-105,11.27,88,3784,72,4,1,0,33,478,480.0,3,339,medium,0D000F00972D5880481421DE01030053019C,0.119,0
9,1,-116,0.09,59,3795,66,1,1,0,3,196,185.2,155,3963,dense,090001008C003B81421103C4009B007B0FAB,0.5524,1
7,8,-95,15.0,24,3838,80,4,1,0,4,200,191.2,12,1927,medium,07000800A13C1885501404C8000C008707E5,0.5953,1
5,7,-128,-11.75,94,3660,37,1,0,0,12,3213,3653.5,23,6618,dense,0500070080D15E7425010C8D0C1700DA1925,0.01,0
12,13,-128,-10.7,76,3797,65,1,1,1,7,179,172.4,565,1408,dense,0C000D0080D54C81413107B30035028005CE,0.01,0
2,16,-115,1.06,56,3683,43,1,1,0,9,185,169.7,29,3534,dense,020010008D0438762B1109B9001D00CE0D17,0.4603,0
13,4,-110,5.46,49,3790,68,1,0,0,8,1227,1091.1,328,438,medium,0D00040092163181440108CB044801B6018D,0.5069,1
4,14,-115,1.71,69,3978,87,2,0,0,9,2263,1581.3,6,4059,medium,04000E008D074593570209D7080600DB0F6D,0.3849,1
4,8,-114,2.43,98,3818,73,2,1,0,36,153,152.7,212,2069,dense,040008008E0A62834912249900D400150815,0.1052,0
13,4,-128,-13.16,66,3796,70,3,0,1,0,97,405.8,2,1385,dense,0D00040080CB428146230061000200690547,0.01,0
1,2,-125,-8.75,89,3826,80,1,1,0,26,1281,1299.3,20,2833,medium,0100020083DD598450111A01051400110B18,0.0189,0
5,11,-80,15.0,8,4063,93,3,1,0,7,1101,1106.8,1577,887,light,05000B00B03C089C5D13074D0429067703D1,0.6334,1
6,16,-93,15.0,30,3666,40,1,1,0,10,2017,2017.9,13,541,light,06001000A33C1E7428110AE1070D001D0277,0.549,1
8,15,-128,-12.33,86,3055,2,5,1,0,10,589,590.6,27,5369,dense,08000F0080CF563702150A4D021B00F91472,0.01,0
13,14,-73,15.0,0,3644,34,1,1,0,6,395,387.9,13,859,light,0D000E00B73C00722211068B010D005B03FE,0.7701,1
13,5,-105,12.02,45,3675,43,1,0,0,3,39,93.9,10,397,dense,0D00050097302D752B010327000A008D0140,0.6244,1
10,7,-128,-10.39,85,3582,15,3,0,0,8,150,229.1,17,1762,dense,0A00070080D6556C0F030896001100E206C0,0.01,0
8,13,-121,-4.35,95,3851,80,2,1,0,39,1616,1616.3,23,1974,medium,08000D0087EF5F8750122750061700B6079E,0.0958,0
