node_id,battery_voltage_mv,battery_pct,dv_dt_mv_per_hr,temperature_c,rssi_variance,missed_heartbeats,hours_to_failure,health_status
NODE_010,4120,91.2,-4.8,25.5,1.49,0,41.33,0
NODE_013,3146,3.9,-88.82,61.2,25.99,6,0.76,2
NODE_021,4029,83.3,-14.2,31.1,5.46,1,40.21,0
NODE_018,3913,68.4,-5.94,27.1,4.79,0,26.9,0
NODE_007,3951,73.1,-14.12,30.5,4.62,0,58.28,0
NODE_007,3744,50.5,-13.62,34.5,2.3,0,44.18,0
NODE_003,4042,82.9,-6.44,25.9,3.09,0,26.71,0
NODE_001,3530,23.3,-41.65,42.9,10.36,2,3.15,1
NODE_009,3917,67.9,-12.4,18.6,4.21,0,55.62,0
NODE_021,3633,37.2,-25.66,44.8,13.47,1,3.68,1
NODE_001,3925,68.9,-12.58,22.5,5.5,0,18.87,0
NODE_001,3228,6.4,-122.71,50.3,42.06,14,0.5,2
NODE_006,3989,75.6,-5.21,23.8,3.95,0,68.45,0
NODE_013,3120,2.9,-120.76,49.6,30.05,9,0.13,2
NODE_007,3773,53.3,-5.22,29.7,2.53,0,29.8,0
NODE_010,3610,33.0,-18.26,42.6,19.08,4,10.4,1
NODE_009,3307,10.6,-51.67,57.2,44.31,15,0.42,2
NODE_006,3728,44.5,-36.41,44.2,14.75,1,10.91,1
NODE_019,3986,75.6,-6.1,27.1,4.38,0,19.15,0
NODE_004,4092,86.9,-5.91,29.2,0.83,0,34.02,0
NODE_005,4033,82.1,-12.14,31.1,5.94,0,65.38,0
NODE_005,4052,82.2,-5.87,27.4,5.88,0,33.58,0
NODE_001,4081,86.6,-10.89,21.7,0.8,1,71.37,0
NODE_022,3547,24.7,-21.44,40.3,10.57,2,3.84,1
NODE_016,3829,59.6,-7.39,20.5,1.62,0,50.0,0
NODE_007,3802,53.9,-6.3,23.6,4.47,0,27.53,0
NODE_008,4011,78.8,-3.39,21.6,5.24,0,69.35,0
NODE_012,3818,58.4,-9.7,27.1,4.54,0,62.26,0
NODE_016,3916,69.1,-4.75,31.7,5.57,0,26.25,0
NODE_024,3917,69.0,-11.33,23.1,3.59,0,35.99,0
NODE_023,3823,57.7,-12.72,18.2,3.25,0,44.54,0
NODE_014,3449,16.5,-106.42,56.6,34.71,10,2.22,2
NODE_004,3998,78.3,-12.67,25.9,1.9,1,57.0,0
NODE_017,3640,37.0,-35.06,34.7,13.39,2,6.21,1
NODE_016,4137,90.7,-7.43,30.2,4.34,0,32.11,0
NODE_015,3163,3.4,-117.73,56.9,24.04,5,1.95,2
NODE_021,3571,29.5,-25.94,45.7,9.12,4,14.39,1
NODE_006,3526,25.6,-36.84,45.6,17.22,1,7.0,1
NODE_014,3729,45.7,-21.53,35.3,16.02,3,13.58,1
NODE_009,3738,45.9,-34.25,37.7,21.82,3,3.02,1
NODE_003,3560,30.5,-33.75,37.5,14.03,1,5.42,1
NODE_005,3829,59.1,-3.62,26.1,4.98,0,21.19,0
NODE_006,3482,23.8,-18.46,44.5,14.17,4,4.42,1
NODE_021,3885,64.7,-10.47,23.0,2.38,0,43.81,0
NODE_022,3462,18.3,-37.82,45.5,17.31,3,3.54,1
NODE_007,3748,50.4,-7.76,35.8,4.69,1,43.55,0
NODE_011,3574,28.1,-26.59,38.1,12.41,1,7.7,1
NODE_013,3763,52.9,-10.73,23.9,1.05,0,55.71,0
NODE_024,3705,45.8,-44.31,35.5,15.43,4,12.77,1
NODE_008,4030,80.9,-7.09,26.6,2.77,0,71.25,0
NODE_011,3922,68.0,-14.45,32.5,2.29,0,50.77,0
NODE_013,3713,41.8,-35.59,45.3,21.18,2,11.56,1
NODE_023,3340,12.7,-113.55,-6.3,33.0,13,1.98,2
NODE_023,3818,56.4,-5.44,23.4,4.2,0,65.24,0
NODE_006,3432,16.3,-96.6,50.7,24.26,14,1.78,2
NODE_004,4070,85.8,-13.08,34.7,5.46,0,29.9,0
NODE_009,3748,46.5,-26.89,42.0,20.92,2,9.4,1
NODE_023,3857,61.2,-8.09,34.6,0.86,0,67.15,0
NODE_024,3540,29.4,-27.66,40.7,19.99,3,5.91,1
NODE_004,3814,55.6,-10.92,28.7,1.53,1,48.93,0
NODE_005,3460,16.3,-88.08,-7.3,33.39,10,2.45,2
NODE_011,3679,41.9,-19.78,35.5,17.29,2,4.39,1
NODE_001,3961,73.0,-13.26,35.0,5.1,0,42.61,0
NODE_020,4091,87.4,-4.81,32.9,0.69,0,45.13,0
NODE_023,4201,99.8,-6.52,26.6,5.06,0,56.02,0
NODE_013,4109,90.5,-13.17,30.9,5.16,1,30.15,0
NODE_024,4132,93.3,-12.85,26.8,2.65,2,53.6,0
NODE_006,3279,9.8,-109.63,61.9,38.94,10,0.27,2
NODE_024,4075,84.8,-12.66,33.4,2.67,0,58.62,0
NODE_019,3104,1.9,-55.89,56.8,34.43,11,1.77,2
NODE_010,3145,4.4,-67.61,-0.2,29.06,13,0.34,2
NODE_005,4199,99.1,-6.85,21.0,0.81,0,43.59,0
NODE_002,3953,75.8,-10.94,25.8,1.32,0,31.23,0
NODE_004,3981,74.4,-6.74,35.2,4.09,0,55.36,0
NODE_022,3657,41.3,-21.65,41.8,11.85,2,7.78,1
NODE_004,3801,56.1,-7.3,34.4,1.74,0,71.32,0
NODE_016,4074,87.3,-5.47,21.3,3.16,0,41.42,0
NODE_019,3883,66.3,-6.43,33.5,3.46,0,55.84,0
NODE_013,4002,76.8,-5.25,26.8,3.35,0,56.54,0
NODE_021,4084,87.6,-3.41,34.2,1.49,0,27.72,0
NODE_018,3894,65.7,-14.53,28.4,4.09,0,31.87,0
NODE_002,3805,56.2,-11.42,35.4,1.44,2,53.54,0
NODE_008,4180,97.3,-8.77,32.1,4.13,0,49.16,0
NODE_023,4160,95.5,-3.04,28.9,3.31,0,53.78,0
NODE_002,3821,59.4,-11.4,33.0,5.77,0,29.67,0
NODE_012,4088,86.5,-9.94,27.9,1.93,0,26.82,0
NODE_015,3859,62.7,-9.9,30.5,3.45,0,57.56,0
NODE_021,3484,23.8,-34.95,41.9,19.49,2,8.46,1
NODE_005,4100,89.4,-10.45,35.4,1.86,0,46.7,0
NODE_022,3794,53.3,-7.32,24.5,2.33,0,64.92,0
NODE_008,3802,54.9,-3.25,22.0,5.73,0,24.67,0
NODE_017,3536,27.2,-22.82,39.9,15.41,2,14.25,1
NODE_018,3791,55.0,-14.42,23.7,4.64,0,61.53,0
NODE_022,3267,9.5,-86.48,54.2,23.19,4,1.75,2
NODE_023,3827,56.3,-10.45,31.2,0.79,0,70.62,0
NODE_023,3659,38.3,-33.71,39.5,14.15,1,9.09,1
NODE_010,3946,71.4,-3.7,33.9,4.98,0,64.33,0
NODE_010,3901,65.6,-13.92,19.4,4.51,1,26.92,0
NODE_002,3881,64.3,-3.84,32.6,0.56,1,54.56,0
NODE_024,3971,74.9,-6.78,30.2,3.43,0,18.75,0
NODE_007,3350,12.9,-75.73,58.2,26.11,15,1.69,2
NODE_017,3461,19.3,-32.89,36.0,21.02,3,14.75,1
NODE_006,4127,92.0,-8.84,35.1,2.82,0,38.16,0
NODE_004,4062,84.0,-5.02,33.3,5.22,0,44.09,0
NODE_009,4082,86.9,-8.17,21.9,2.18,1,52.72,0
NODE_002,3424,15.3,-63.65,-7.9,31.51,8,0.95,2
NODE_001,4074,86.1,-10.18,18.2,2.87,0,46.57,0
NODE_005,4161,95.7,-14.92,31.9,1.88,0,38.21,0
NODE_012,3811,59.1,-5.26,20.0,2.91,0,26.74,0
NODE_012,3465,18.2,-21.14,42.5,9.55,1,4.74,1
NODE_014,3725,45.0,-40.67,36.4,14.71,2,6.46,1
NODE_014,3982,74.8,-6.82,20.3,4.63,0,39.59,0
NODE_024,3332,14.5,-105.0,-6.7,20.53,6,0.93,2
NODE_001,3552,25.1,-26.69,38.1,21.67,2,8.65,1
NODE_010,3785,54.1,-9.85,29.1,4.51,0,33.18,0
NODE_004,3470,16.9,-117.74,50.0,37.66,5,1.78,2
NODE_017,3491,23.7,-21.92,41.5,10.08,1,8.22,1
NODE_009,3435,15.9,-101.63,48.4,21.27,10,1.36,2
NODE_023,3503,24.9,-35.92,39.8,15.14,2,6.96,1
NODE_009,4168,97.1,-6.46,22.4,5.42,0,18.03,0
NODE_022,3542,24.4,-32.25,44.9,9.41,1,15.33,1
NODE_012,3798,55.6,-6.97,30.3,4.74,0,37.47,0
NODE_012,3629,35.7,-28.67,36.9,11.86,2,4.13,1
NODE_004,4092,87.1,-13.56,28.6,5.52,0,28.28,0
NODE_023,3799,54.9,-3.7,29.1,2.16,0,59.09,0
NODE_018,3465,19.3,-39.82,40.6,11.54,3,14.09,1
NODE_018,3417,15.3,-99.64,60.7,21.69,10,1.36,2
NODE_017,3536,23.0,-37.6,45.6,12.06,4,3.79,1
NODE_023,4115,90.7,-9.06,27.6,3.32,0,41.64,0
NODE_017,4102,89.0,-10.19,22.9,1.51,0,29.76,0
NODE_023,4178,96.4,-8.85,27.1,4.46,0,64.03,0
NODE_010,3632,34.6,-40.38,34.5,11.34,1,4.93,1
NODE_009,3199,5.3,-68.84,50.7,40.59,12,0.38,2
NODE_021,4028,80.3,-10.57,19.5,4.38,0,56.99,0
NODE_014,3161,5.7,-51.33,47.2,28.89,15,2.42,2
NODE_006,3773,50.8,-7.11,33.6,5.66,0,57.02,0
NODE_023,4032,82.7,-4.56,29.4,3.53,0,29.91,0
NODE_009,4036,81.5,-4.7,25.1,2.95,0,41.43,0
NODE_005,3093,2.5,-123.66,2.3,24.72,11,2.36,2
NODE_006,3455,18.6,-40.6,36.1,13.52,2,3.9,1
NODE_003,3958,72.8,-7.26,25.2,4.48,0,58.52,0
NODE_001,3568,29.3,-44.44,43.9,18.69,2,3.57,1
NODE_008,3536,26.0,-19.66,41.2,19.09,1,13.29,1
NODE_018,3575,28.2,-25.9,36.4,14.73,2,8.78,1
NODE_006,3970,73.9,-12.07,27.8,1.97,0,19.15,0
NODE_002,3881,64.8,-8.86,33.1,1.28,1,19.3,0
NODE_014,3918,67.7,-11.56,34.6,4.26,0,56.6,0
NODE_004,4207,99.5,-12.31,35.2,2.05,0,36.02,0
NODE_012,3395,15.7,-59.4,49.7,33.26,13,0.54,2
NODE_014,4056,83.4,-11.38,32.7,2.42,0,67.48,0
NODE_022,3876,63.3,-4.12,32.4,4.84,1,70.81,0
NODE_021,3813,57.4,-9.64,32.3,5.87,0,24.11,0
NODE_014,3205,5.5,-131.86,49.7,29.63,9,1.29,2
NODE_016,3571,30.4,-23.58,38.0,19.23,2,6.2,1
NODE_014,3993,76.9,-9.09,27.7,1.77,0,56.61,0
NODE_017,4060,84.7,-6.02,30.7,1.79,0,71.67,0
NODE_001,3963,73.7,-13.4,20.0,5.51,0,63.86,0
NODE_005,3803,57.2,-4.76,35.5,5.52,0,62.7,0
NODE_002,3463,21.5,-26.21,35.7,18.26,2,8.52,1
NODE_002,3672,37.9,-43.01,44.0,20.19,1,7.75,1
NODE_003,3747,50.6,-5.03,25.5,4.71,0,25.57,0
NODE_017,3524,27.0,-33.89,38.0,18.94,2,6.73,1
NODE_005,4017,82.1,-7.75,21.1,1.38,0,40.88,0
NODE_015,4116,91.5,-3.97,27.0,4.4,0,26.47,0
NODE_003,4176,98.9,-13.5,21.8,3.9,0,27.92,0
NODE_024,3334,10.7,-133.05,54.2,36.32,10,2.09,2
NODE_006,3927,68.6,-9.91,22.9,1.07,0,60.06,0
NODE_011,3870,64.1,-8.5,19.2,3.78,0,34.69,0
NODE_018,4190,96.5,-12.12,19.5,3.64,0,71.27,0
NODE_016,3901,65.7,-3.68,18.2,2.46,0,39.5,0
NODE_007,3922,69.5,-10.73,20.3,4.21,0,66.41,0
NODE_017,4088,90.4,-13.2,28.6,2.6,0,64.01,0
NODE_010,4079,84.1,-14.05,29.3,5.74,0,29.64,0
NODE_022,3659,41.1,-40.65,45.6,15.23,2,11.47,1
NODE_011,3792,56.6,-11.51,29.2,5.67,0,56.49,0
NODE_022,3854,60.4,-7.68,19.3,1.34,0,44.87,0
NODE_001,4166,93.5,-8.43,35.4,4.8,0,23.08,0
NODE_011,3896,64.8,-14.18,28.4,2.44,0,56.38,0
NODE_015,3968,73.7,-11.93,33.8,4.08,0,24.69,0
NODE_019,3919,68.2,-11.56,25.4,3.91,0,41.8,0
NODE_017,3748,46.6,-34.91,42.2,15.08,1,14.38,1
NODE_022,4197,98.9,-14.32,32.2,4.35,0,26.35,0
NODE_004,3824,57.9,-10.21,19.3,2.64,0,23.05,0
NODE_015,3991,76.8,-5.18,20.0,1.49,0,69.82,0
NODE_013,3508,24.0,-36.12,37.8,21.95,2,12.13,1
NODE_016,3947,72.7,-8.46,35.1,1.3,0,48.68,0
NODE_020,3464,19.9,-23.17,43.5,21.7,1,5.75,1
NODE_001,3297,11.9,-115.71,48.3,21.73,10,0.3,2
NODE_023,3937,71.0,-12.43,34.1,1.51,0,66.33,0
NODE_014,4079,87.7,-13.03,24.3,2.81,0,55.2,0
NODE_006,3215,8.0,-57.87,59.3,34.02,13,0.58,2
NODE_024,3637,36.5,-36.26,45.8,21.15,2,12.58,1
NODE_011,4167,94.8,-3.79,27.0,2.24,0,54.39,0
NODE_009,3760,50.2,-9.59,33.0,1.19,0,70.35,0
NODE_004,4069,87.3,-12.75,30.5,4.76,0,29.67,0
NODE_007,3419,16.5,-88.08,1.8,20.4,8,1.31,2
NODE_004,3658,37.5,-32.69,38.9,12.93,2,9.8,1
NODE_011,3819,58.8,-9.86,21.2,3.77,0,38.6,0
NODE_022,3577,31.1,-37.35,41.4,20.95,3,15.94,1
NODE_004,3762,50.8,-3.81,19.9,4.62,0,47.42,0
NODE_021,4001,79.1,-14.61,23.2,2.81,0,42.55,0
NODE_013,4136,92.8,-3.59,24.3,4.87,0,67.03,0
NODE_021,3652,40.2,-44.79,38.5,11.14,1,14.43,1
NODE_009,4150,95.1,-4.09,30.1,0.52,1,19.76,0
NODE_001,3921,68.7,-5.2,32.8,3.8,0,69.79,0
NODE_014,4172,98.7,-12.69,29.6,5.06,0,49.2,0
NODE_005,3229,7.2,-74.47,51.8,23.96,7,0.34,2
NODE_005,4033,81.6,-5.59,33.2,3.95,0,47.86,0
NODE_011,3797,54.7,-9.75,29.3,3.76,0,56.21,0
NODE_003,3763,51.3,-6.19,35.7,3.99,0,28.07,0
NODE_021,3212,5.8,-91.81,1.4,39.65,8,1.68,2
NODE_009,3815,57.2,-14.72,35.7,5.27,0,68.07,0
NODE_004,3872,64.1,-4.26,19.7,3.22,0,63.27,0
NODE_013,4109,89.8,-10.04,26.8,3.94,0,40.67,0
NODE_011,3593,31.5,-40.65,37.6,20.65,2,11.21,1
NODE_002,3904,67.1,-10.84,35.9,3.8,0,46.17,0
NODE_009,3146,4.1,-137.34,-1.9,23.81,9,0.38,2
NODE_007,3805,56.9,-14.0,30.4,1.2,0,28.76,0
NODE_003,3991,77.6,-11.47,31.4,3.23,0,39.6,0
NODE_007,3825,59.9,-4.85,30.9,5.79,0,60.83,0
NODE_019,4124,89.7,-3.55,26.8,5.36,0,58.34,0
NODE_011,3613,36.2,-33.41,40.8,13.24,2,3.84,1
NODE_006,3420,16.3,-117.22,56.1,41.93,12,0.95,2
NODE_001,4106,90.5,-9.85,21.3,1.85,0,38.07,0
NODE_005,3500,21.7,-36.4,34.1,12.6,2,13.34,1
NODE_008,3920,69.3,-7.78,27.5,1.07,0,50.83,0
NODE_022,4164,94.6,-9.94,31.6,2.25,0,28.64,0
NODE_016,4188,99.5,-9.95,20.2,1.44,0,38.67,0
NODE_019,3760,50.9,-5.6,28.4,0.53,0,25.08,0
NODE_013,3981,76.7,-8.67,24.1,0.59,0,62.81,0
NODE_014,3564,26.2,-24.65,38.8,15.79,1,10.96,1
NODE_013,4180,99.2,-9.08,29.5,5.51,0,68.64,0
NODE_004,3774,52.4,-14.88,19.9,2.28,0,41.53,0
NODE_006,4082,86.2,-5.25,32.7,3.46,0,55.17,0
NODE_002,4107,89.2,-13.67,35.0,0.91,0,51.09,0
NODE_013,3824,58.5,-13.35,26.3,1.19,1,58.66,0
NODE_014,3648,38.0,-30.91,36.9,14.69,2,6.65,1
NODE_024,3791,54.6,-5.81,30.8,2.44,0,31.09,0
NODE_021,3509,24.2,-42.89,45.7,8.84,1,5.81,1
NODE_013,3806,55.2,-12.5,28.6,3.4,1,59.07,0
NODE_010,3679,37.7,-22.11,35.3,9.82,4,8.01,1
NODE_015,3255,9.2,-69.8,-4.7,24.1,8,2.38,2
NODE_019,3473,22.4,-21.34,42.9,11.37,3,5.43,1
NODE_001,3988,76.5,-10.78,20.1,3.53,0,29.45,0
NODE_013,4004,75.4,-14.36,22.9,1.04,0,57.53,0
NODE_014,3827,59.5,-12.88,23.0,3.84,0,23.9,0
NODE_002,3762,46.8,-39.07,34.6,8.5,1,3.86,1
NODE_004,4163,94.1,-6.61,25.3,2.66,0,62.5,0
NODE_023,3837,60.3,-5.57,24.3,2.08,0,57.63,0
NODE_004,4164,95.4,-7.53,31.3,5.19,0,27.19,0
NODE_022,3850,59.4,-4.2,20.6,0.57,0,36.04,0
NODE_006,3397,15.1,-124.63,47.1,28.8,11,1.5,2
NODE_016,3247,8.6,-135.93,0.2,27.27,7,1.36,2
NODE_006,3673,41.3,-42.3,43.6,12.7,2,7.56,1
NODE_018,3958,74.3,-10.63,18.2,2.44,0,66.13,0
NODE_022,3400,15.4,-86.38,0.2,38.21,4,0.45,2
NODE_014,3297,11.5,-127.25,50.7,38.53,10,0.96,2
NODE_024,4164,96.0,-10.47,19.9,2.01,0,47.43,0
NODE_015,3387,15.0,-124.25,52.2,28.28,13,1.1,2
NODE_009,3770,52.1,-8.76,24.2,3.87,0,42.57,0
NODE_012,4170,98.5,-9.01,30.3,3.06,0,70.2,0
NODE_020,3826,58.1,-9.16,19.2,2.12,0,29.74,0
NODE_019,3978,74.4,-14.94,24.3,5.09,0,25.44,0
NODE_010,3570,33.1,-19.12,40.7,21.35,2,4.85,1
NODE_024,4017,79.3,-14.03,21.9,3.1,0,61.83,0
NODE_021,3941,70.0,-4.15,34.1,5.56,0,27.36,0
NODE_014,3528,27.7,-29.39,42.2,10.79,1,10.21,1
NODE_010,3900,64.9,-3.87,26.3,1.51,0,63.03,0
NODE_004,3953,72.1,-11.24,34.8,4.42,0,41.09,0
NODE_014,3233,8.4,-57.87,1.2,22.21,6,1.58,2
NODE_010,3623,35.4,-34.93,41.5,20.6,3,3.7,1
NODE_013,4057,83.5,-9.45,31.7,3.35,0,22.57,0
NODE_009,3646,37.5,-36.0,35.2,12.07,2,7.31,1
NODE_002,4018,79.2,-8.87,30.9,4.36,0,48.35,0
NODE_016,4143,94.8,-7.32,20.8,3.96,0,68.57,0
NODE_016,3512,24.0,-43.19,35.8,20.32,2,6.21,1
NODE_004,4110,91.6,-9.67,19.0,1.17,0,71.07,0
NODE_008,3612,34.4,-22.81,42.2,20.03,2,8.62,1
NODE_021,3804,57.1,-6.06,22.3,3.31,0,28.82,0
NODE_016,4043,83.4,-3.49,26.9,4.17,0,55.67,0
NODE_004,4128,90.7,-13.22,23.1,1.16,0,49.35,0
NODE_002,3734,44.8,-28.26,34.5,20.7,4,9.08,1
NODE_024,3760,50.5,-13.1,27.0,5.24,0,66.74,0
NODE_017,3767,53.1,-7.13,24.3,4.46,0,56.62,0
NODE_005,4090,88.1,-11.36,25.1,5.54,0,38.33,0
NODE_016,3522,23.4,-25.87,40.1,17.22,1,12.07,1
NODE_019,3207,6.6,-84.43,47.7,41.3,6,0.66,2
NODE_022,4193,96.7,-9.28,31.7,5.9,0,57.56,0
NODE_008,4150,94.0,-6.26,24.9,5.85,1,21.34,0
NODE_009,4132,92.3,-14.13,31.7,3.84,0,67.87,0
NODE_011,3949,72.5,-13.4,29.5,3.56,0,44.52,0
NODE_022,3841,60.1,-13.05,32.6,4.95,0,49.43,0
NODE_021,3106,2.5,-137.01,-7.9,39.36,13,1.41,2
NODE_003,4064,84.1,-3.51,31.1,3.4,0,29.2,0
NODE_016,3919,67.8,-4.2,33.4,4.91,0,51.78,0
NODE_003,3799,56.4,-8.79,19.8,3.24,0,47.19,0
NODE_001,4159,97.0,-3.93,22.5,4.37,0,65.06,0
NODE_010,3990,78.8,-4.76,34.8,3.25,0,21.06,0
NODE_023,3303,10.3,-55.68,56.8,20.81,10,0.73,2
NODE_011,3073,2.0,-121.62,51.9,38.93,4,0.67,2
NODE_003,3586,34.9,-28.53,44.0,19.3,1,3.92,1
NODE_014,4029,80.6,-14.03,27.9,5.71,0,20.25,0
NODE_002,3876,61.3,-10.8,26.6,4.8,1,30.3,0
NODE_002,4101,89.1,-12.65,28.9,2.59,0,18.98,0
NODE_016,4102,88.3,-6.65,25.7,2.85,0,41.65,0
NODE_020,3213,6.9,-122.57,47.9,25.8,13,0.12,2
NODE_014,3715,44.7,-23.58,40.8,21.87,1,12.36,1
NODE_002,3816,56.3,-12.83,18.8,2.42,0,31.19,0
NODE_010,3926,69.9,-7.11,29.8,0.92,1,29.12,0
NODE_023,3561,28.7,-20.29,36.6,17.98,4,13.14,1
NODE_010,3171,4.9,-59.63,55.1,22.61,9,2.26,2
NODE_023,3243,8.8,-132.94,59.6,33.02,8,1.88,2
NODE_007,4086,86.2,-5.54,18.6,1.79,0,59.27,0
NODE_004,4124,91.8,-11.76,28.6,2.15,1,21.22,0
NODE_020,3750,50.9,-10.41,26.0,1.73,0,53.64,0
NODE_018,3892,65.3,-8.5,24.3,0.64,0,66.23,0
NODE_009,3613,35.7,-24.55,38.1,19.61,2,8.56,1
NODE_024,3357,13.0,-67.33,61.3,43.31,8,2.16,2
NODE_018,4007,78.6,-8.18,27.3,1.39,0,58.26,0
NODE_008,3767,50.8,-5.4,35.1,0.97,0,47.31,0
NODE_011,3772,51.9,-11.71,22.8,1.88,0,59.66,0
NODE_001,4005,78.4,-11.15,22.8,1.48,0,41.76,0
NODE_015,3919,67.9,-7.35,28.0,2.75,0,22.3,0
NODE_020,4192,97.7,-9.71,22.6,4.83,0,44.73,0
NODE_008,3502,22.4,-28.32,34.6,9.6,1,11.9,1
NODE_015,3768,52.1,-6.39,19.1,4.43,0,31.9,0
NODE_022,3685,43.5,-30.41,34.5,11.29,1,9.59,1
NODE_004,3845,61.8,-11.09,24.7,5.02,0,52.66,0
NODE_010,3893,66.3,-5.54,24.0,2.74,0,43.42,0
NODE_010,3488,22.8,-43.8,45.2,20.77,1,10.92,1
NODE_011,4099,89.0,-8.9,28.5,2.39,0,62.86,0
NODE_002,3495,22.5,-24.41,41.8,21.37,4,15.9,1
NODE_019,4013,78.7,-8.42,25.5,4.53,0,46.5,0
NODE_002,3646,37.8,-30.95,37.8,10.73,2,14.84,1
NODE_011,4100,88.4,-10.66,26.2,4.62,0,31.02,0
NODE_024,3229,7.6,-132.83,48.1,29.06,11,1.55,2
NODE_015,3489,24.9,-22.65,45.8,20.96,1,14.82,1
NODE_022,3802,56.9,-11.88,23.2,2.23,0,40.74,0
NODE_005,4033,81.6,-5.73,34.2,5.32,0,24.52,0
NODE_009,3645,39.3,-32.31,35.2,20.17,3,3.31,1
NODE_006,3135,3.1,-61.98,60.6,28.86,10,1.77,2
NODE_008,3508,21.6,-20.77,44.8,16.28,2,15.92,1
NODE_002,4176,96.0,-3.6,34.4,3.97,0,41.53,0
NODE_016,3666,40.0,-25.46,41.1,19.48,2,4.98,1
NODE_001,3931,68.5,-7.21,24.8,2.91,0,49.76,0
NODE_004,3973,74.7,-14.42,27.3,3.39,0,68.11,0
NODE_010,3889,65.9,-12.86,20.6,4.98,0,71.42,0
NODE_007,3869,63.9,-4.44,23.7,2.41,0,33.54,0
NODE_016,4145,94.3,-11.54,34.5,5.94,0,67.92,0
NODE_022,3789,54.8,-8.37,27.2,1.43,0,20.15,0
NODE_018,3839,59.8,-9.14,32.8,2.53,0,69.19,0
NODE_014,3608,33.6,-22.56,37.5,9.53,2,13.98,1
NODE_015,3259,8.9,-132.18,-4.7,36.72,9,2.03,2
NODE_024,3674,39.8,-36.17,40.1,11.87,2,9.67,1
NODE_003,3562,27.4,-20.03,39.2,21.05,3,7.13,1
NODE_018,3727,44.3,-44.04,41.6,8.11,1,7.89,1
NODE_008,3507,26.0,-40.91,43.8,18.27,1,5.58,1
NODE_003,3345,14.7,-72.55,-7.2,33.94,7,1.8,2
NODE_002,3877,63.2,-10.44,28.5,4.01,0,53.47,0
NODE_006,3362,14.5,-61.25,54.4,35.75,13,0.96,2
NODE_016,3846,60.9,-3.44,34.1,4.7,0,42.15,0
NODE_008,3467,21.5,-32.45,37.8,9.59,2,12.16,1
NODE_016,3682,43.9,-28.77,42.2,8.41,1,5.8,1
NODE_014,4102,88.6,-11.86,23.7,2.65,0,39.53,0
NODE_002,4085,86.4,-10.92,32.7,2.2,0,48.92,0
NODE_006,4095,89.0,-13.68,35.4,3.86,0,47.15,0
NODE_024,3894,69.0,-5.63,24.0,2.44,0,21.43,0
NODE_002,3907,68.1,-12.62,20.8,3.45,1,30.38,0
NODE_006,3206,6.3,-120.59,61.1,20.9,4,1.91,2
NODE_017,3914,69.9,-9.18,20.8,2.16,0,59.71,0
NODE_008,4089,87.5,-5.24,24.8,2.7,0,65.34,0
NODE_003,3976,75.2,-6.56,31.2,0.61,0,47.25,0
NODE_005,4020,79.4,-10.31,33.0,5.23,0,40.96,0
NODE_024,3874,63.7,-12.57,22.8,4.11,0,33.73,0
NODE_003,3923,70.3,-11.66,23.1,4.37,0,38.65,0
NODE_016,3753,46.5,-24.41,42.6,14.33,2,3.32,1
NODE_008,3962,73.8,-13.69,23.6,1.29,0,22.52,0
NODE_018,4138,93.2,-9.12,22.5,1.28,0,43.57,0
NODE_024,3664,40.8,-43.41,39.9,13.77,2,13.85,1
NODE_002,3999,78.3,-10.12,18.1,4.3,0,60.91,0
NODE_018,4172,98.0,-12.17,26.3,3.16,0,57.94,0
NODE_024,3795,55.3,-6.61,24.8,4.66,0,58.4,0
NODE_006,4158,93.5,-13.64,33.9,3.22,0,46.33,0
NODE_005,3593,34.4,-34.22,37.6,14.1,1,14.99,1
NODE_022,3878,66.1,-4.33,28.1,1.41,0,54.99,0
NODE_020,3242,6.9,-85.59,50.2,28.25,15,1.83,2
NODE_005,4069,85.8,-9.31,23.7,1.49,0,71.64,0
NODE_001,3827,59.4,-6.67,27.7,2.32,0,43.31,0
NODE_006,4046,81.8,-4.4,24.2,0.58,0,33.35,0
NODE_014,3881,65.3,-7.51,25.3,1.9,0,53.61,0
NODE_003,3814,55.1,-12.4,21.2,3.6,0,46.21,0
NODE_021,3559,27.9,-24.16,41.1,11.88,3,14.33,1
NODE_022,3142,4.3,-139.76,-5.4,43.24,13,0.45,2
NODE_006,3771,50.0,-14.07,35.5,1.25,0,40.97,0
NODE_016,3969,75.0,-13.59,28.1,2.58,0,43.62,0
NODE_010,3556,27.5,-42.89,41.3,10.99,1,11.24,1
NODE_009,3706,43.2,-29.87,39.9,19.05,2,10.25,1
NODE_014,3522,23.3,-21.61,44.3,18.79,1,8.51,1
NODE_020,4214,99.9,-3.73,24.9,1.48,0,18.58,0
NODE_015,3838,59.7,-7.97,23.9,5.51,1,45.15,0
NODE_001,3448,19.0,-37.58,39.7,8.61,2,6.29,1
NODE_021,4012,78.6,-14.63,30.9,3.09,0,42.54,0
NODE_006,4136,93.7,-5.99,32.5,0.71,0,66.29,0
NODE_005,3533,23.3,-22.02,35.0,19.68,1,8.76,1
NODE_023,3795,54.9,-8.47,35.7,1.57,0,18.9,0
NODE_022,3539,27.5,-25.85,44.9,16.22,4,9.71,1
NODE_022,4128,91.9,-6.96,19.2,5.04,0,57.36,0
NODE_003,3756,52.2,-7.7,30.4,2.75,0,63.47,0
NODE_001,3992,78.0,-13.59,26.4,5.1,0,68.23,0
